Eigenvalues of 200x200Matrix, for t = [0.000000,0.400000] in 800 Steps. With: t=  3.000000; Delta = 3.000000using 1 OpenMP Threads
M,200 Eigenvalues  ... 
1e-10,-6.88878,-6.88478,-6.61286,-6.55122,-6.47995,-6.41583,-6.32798,-6.27048,-6.25328,-6.19168,-6.10491,-6.03953,-5.98478,-5.97498,-5.88516,-5.88129,-5.87578,-5.72871,-5.72045,-5.63861,-5.63546,-5.61061,-5.51282,-5.38579,-5.32788,-5.31218,-5.26323,-5.25398,-5.21537,-5.15311,-5.11189,-5.06192,-4.98777,-4.94365,-4.85049,-4.84713,-4.7426,-4.73758,-4.71925,-4.70416,-4.65484,-4.56035,-4.55675,-4.50687,-4.42069,-4.3963,-4.3103,-4.21841,-4.21697,-4.17688,-4.15585,-4.15036,-4.11841,-4.06393,-4.04225,-3.95967,-3.89093,-3.86951,-3.86758,-3.85928,-3.78332,-3.76596,-3.70113,-3.66741,-3.65311,-3.6278,-3.55963,-3.54211,-3.48094,-3.45352,-3.42002,-3.33689,-3.27214,-3.26183,-3.26127,-3.24963,-3.23859,-3.22681,-3.16921,-3.15732,-3.13958,-3.11946,-3.09926,-2.96308,-2.89151,-2.88316,-2.85117,-2.72516,-2.70994,-2.53639,-2.43849,-2.33921,-2.1741,-2.03164,-1.99475,-1.77838,-1.36322,-1.02486,-0.690138,-0.563589,0.563589,0.690138,1.02486,1.36322,1.77838,1.99475,2.03164,2.1741,2.33921,2.43849,2.53639,2.70994,2.72516,2.85117,2.88316,2.89151,2.96308,3.09926,3.11946,3.13958,3.15732,3.16921,3.22681,3.23859,3.24963,3.26127,3.26183,3.27214,3.33689,3.42002,3.45352,3.48094,3.54211,3.55963,3.6278,3.65311,3.66741,3.70113,3.76596,3.78332,3.85928,3.86758,3.86951,3.89093,3.95967,4.04225,4.06393,4.11841,4.15036,4.15585,4.17688,4.21697,4.21841,4.3103,4.3963,4.42069,4.50687,4.55675,4.56035,4.65484,4.70416,4.71925,4.73758,4.7426,4.84713,4.85049,4.94365,4.98777,5.06192,5.11189,5.15311,5.21537,5.25398,5.26323,5.31218,5.32788,5.38579,5.51282,5.61061,5.63546,5.63861,5.72045,5.72871,5.87578,5.88129,5.88516,5.97498,5.98478,6.03953,6.10491,6.19168,6.25328,6.27048,6.32798,6.41583,6.47995,6.55122,6.61286,6.88478,6.88878
0.0005,-6.88877,-6.88477,-6.61286,-6.55122,-6.47995,-6.41583,-6.32798,-6.27048,-6.25328,-6.19168,-6.10491,-6.03953,-5.98478,-5.97498,-5.88517,-5.8813,-5.87576,-5.72871,-5.72045,-5.63861,-5.63546,-5.61061,-5.51282,-5.3858,-5.32789,-5.31218,-5.26323,-5.25398,-5.21537,-5.15311,-5.11189,-5.06192,-4.98777,-4.94365,-4.85049,-4.84714,-4.7426,-4.73758,-4.71925,-4.70416,-4.65484,-4.56035,-4.55675,-4.50687,-4.4207,-4.39631,-4.3103,-4.21841,-4.21697,-4.17688,-4.15585,-4.15036,-4.11841,-4.06393,-4.04225,-3.95967,-3.89093,-3.86952,-3.86758,-3.85935,-3.78328,-3.76594,-3.70113,-3.66742,-3.65311,-3.6278,-3.55962,-3.54211,-3.48094,-3.45352,-3.42002,-3.33696,-3.2721,-3.26183,-3.26128,-3.24961,-3.23861,-3.22681,-3.16921,-3.15727,-3.13959,-3.11946,-3.09926,-2.96304,-2.89152,-2.88317,-2.85116,-2.72515,-2.70994,-2.53639,-2.43849,-2.33921,-2.1741,-2.03164,-1.99476,-1.77838,-1.36322,-1.02486,-0.690138,-0.563591,0.563591,0.690138,1.02486,1.36322,1.77838,1.99476,2.03164,2.1741,2.33921,2.43849,2.53639,2.70994,2.72515,2.85116,2.88317,2.89152,2.96304,3.09926,3.11946,3.13959,3.15727,3.16921,3.22681,3.23861,3.24961,3.26128,3.26183,3.2721,3.33696,3.42002,3.45352,3.48094,3.54211,3.55962,3.6278,3.65311,3.66742,3.70113,3.76594,3.78328,3.85935,3.86758,3.86952,3.89093,3.95967,4.04225,4.06393,4.11841,4.15036,4.15585,4.17688,4.21697,4.21841,4.3103,4.39631,4.4207,4.50687,4.55675,4.56035,4.65484,4.70416,4.71925,4.73758,4.7426,4.84714,4.85049,4.94365,4.98777,5.06192,5.11189,5.15311,5.21537,5.25398,5.26323,5.31218,5.32789,5.3858,5.51282,5.61061,5.63546,5.63861,5.72045,5.72871,5.87576,5.8813,5.88517,5.97498,5.98478,6.03953,6.10491,6.19168,6.25328,6.27048,6.32798,6.41583,6.47995,6.55122,6.61286,6.88477,6.88877
0.001,-6.88877,-6.88477,-6.61287,-6.55123,-6.47995,-6.41583,-6.32798,-6.27048,-6.25328,-6.19168,-6.10491,-6.03952,-5.98478,-5.97499,-5.88517,-5.88131,-5.87574,-5.72871,-5.72045,-5.63861,-5.63546,-5.61061,-5.51282,-5.38581,-5.32789,-5.31218,-5.26322,-5.25398,-5.21537,-5.15311,-5.11189,-5.06192,-4.98777,-4.94365,-4.85049,-4.84715,-4.74261,-4.73757,-4.71924,-4.70417,-4.65484,-4.56035,-4.55675,-4.50686,-4.4207,-4.39632,-4.3103,-4.21841,-4.21698,-4.17689,-4.15585,-4.15036,-4.11841,-4.06393,-4.04225,-3.95966,-3.89093,-3.86952,-3.86759,-3.85942,-3.78324,-3.76592,-3.70112,-3.66742,-3.65312,-3.6278,-3.55962,-3.54212,-3.48094,-3.45353,-3.42001,-3.33704,-3.27207,-3.26183,-3.26128,-3.24959,-3.23863,-3.2268,-3.16922,-3.15723,-3.13959,-3.11946,-3.09926,-2.963,-2.89152,-2.88317,-2.85115,-2.72515,-2.70994,-2.53639,-2.43849,-2.33921,-2.1741,-2.03165,-1.99476,-1.77839,-1.36322,-1.02486,-0.690139,-0.563593,0.563593,0.690139,1.02486,1.36322,1.77839,1.99476,2.03165,2.1741,2.33921,2.43849,2.53639,2.70994,2.72515,2.85115,2.88317,2.89152,2.963,3.09926,3.11946,3.13959,3.15723,3.16922,3.2268,3.23863,3.24959,3.26128,3.26183,3.27207,3.33704,3.42001,3.45353,3.48094,3.54212,3.55962,3.6278,3.65312,3.66742,3.70112,3.76592,3.78324,3.85942,3.86759,3.86952,3.89093,3.95966,4.04225,4.06393,4.11841,4.15036,4.15585,4.17689,4.21698,4.21841,4.3103,4.39632,4.4207,4.50686,4.55675,4.56035,4.65484,4.70417,4.71924,4.73757,4.74261,4.84715,4.85049,4.94365,4.98777,5.06192,5.11189,5.15311,5.21537,5.25398,5.26322,5.31218,5.32789,5.38581,5.51282,5.61061,5.63546,5.63861,5.72045,5.72871,5.87574,5.88131,5.88517,5.97499,5.98478,6.03952,6.10491,6.19168,6.25328,6.27048,6.32798,6.41583,6.47995,6.55123,6.61287,6.88477,6.88877
0.0015,-6.88876,-6.88476,-6.61287,-6.55123,-6.47995,-6.41583,-6.32798,-6.27048,-6.25328,-6.19169,-6.10491,-6.03952,-5.98478,-5.97499,-5.88518,-5.88132,-5.87572,-5.72871,-5.72045,-5.63861,-5.63546,-5.61061,-5.51283,-5.38582,-5.3279,-5.31218,-5.26322,-5.25398,-5.21537,-5.15312,-5.11189,-5.06192,-4.98777,-4.94365,-4.85049,-4.84716,-4.74262,-4.73756,-4.71924,-4.70417,-4.65484,-4.56035,-4.55676,-4.50686,-4.4207,-4.39632,-4.3103,-4.21841,-4.21698,-4.17689,-4.15585,-4.15036,-4.11841,-4.06393,-4.04225,-3.95966,-3.89093,-3.86953,-3.86759,-3.8595,-3.78319,-3.7659,-3.70112,-3.66743,-3.65312,-3.6278,-3.55962,-3.54212,-3.48094,-3.45354,-3.42001,-3.33713,-3.27204,-3.26183,-3.26128,-3.24956,-3.23865,-3.22679,-3.16923,-3.15718,-3.13959,-3.11945,-3.09926,-2.96296,-2.89153,-2.88318,-2.85114,-2.72515,-2.70993,-2.53638,-2.43849,-2.33922,-2.1741,-2.03165,-1.99476,-1.77839,-1.36322,-1.02486,-0.690141,-0.563595,0.563595,0.690141,1.02486,1.36322,1.77839,1.99476,2.03165,2.1741,2.33922,2.43849,2.53638,2.70993,2.72515,2.85114,2.88318,2.89153,2.96296,3.09926,3.11945,3.13959,3.15718,3.16923,3.22679,3.23865,3.24956,3.26128,3.26183,3.27204,3.33713,3.42001,3.45354,3.48094,3.54212,3.55962,3.6278,3.65312,3.66743,3.70112,3.7659,3.78319,3.8595,3.86759,3.86953,3.89093,3.95966,4.04225,4.06393,4.11841,4.15036,4.15585,4.17689,4.21698,4.21841,4.3103,4.39632,4.4207,4.50686,4.55676,4.56035,4.65484,4.70417,4.71924,4.73756,4.74262,4.84716,4.85049,4.94365,4.98777,5.06192,5.11189,5.15312,5.21537,5.25398,5.26322,5.31218,5.3279,5.38582,5.51283,5.61061,5.63546,5.63861,5.72045,5.72871,5.87572,5.88132,5.88518,5.97499,5.98478,6.03952,6.10491,6.19169,6.25328,6.27048,6.32798,6.41583,6.47995,6.55123,6.61287,6.88476,6.88876
0.002,-6.88876,-6.88475,-6.61287,-6.55123,-6.47995,-6.41584,-6.32799,-6.27048,-6.25328,-6.19169,-6.10491,-6.03952,-5.98478,-5.975,-5.88518,-5.88133,-5.87569,-5.72871,-5.72045,-5.63861,-5.63546,-5.61061,-5.51283,-5.38583,-5.3279,-5.31218,-5.26321,-5.25399,-5.21537,-5.15312,-5.1119,-5.06192,-4.98777,-4.94365,-4.85048,-4.84717,-4.74262,-4.73756,-4.71923,-4.70417,-4.65484,-4.56035,-4.55676,-4.50686,-4.4207,-4.39633,-4.3103,-4.21841,-4.21699,-4.17689,-4.15585,-4.15036,-4.11841,-4.06393,-4.04225,-3.95966,-3.89093,-3.86955,-3.86759,-3.85959,-3.78313,-3.76587,-3.70111,-3.66744,-3.65312,-3.6278,-3.55962,-3.54213,-3.48094,-3.45354,-3.42,-3.33723,-3.27201,-3.26183,-3.26129,-3.24953,-3.23867,-3.22678,-3.16924,-3.15714,-3.13959,-3.11945,-3.09925,-2.96292,-2.89154,-2.88319,-2.85113,-2.72514,-2.70993,-2.53638,-2.4385,-2.33922,-2.1741,-2.03166,-1.99476,-1.77839,-1.36322,-1.02486,-0.690143,-0.563595,0.563595,0.690143,1.02486,1.36322,1.77839,1.99476,2.03166,2.1741,2.33922,2.4385,2.53638,2.70993,2.72514,2.85113,2.88319,2.89154,2.96292,3.09925,3.11945,3.13959,3.15714,3.16924,3.22678,3.23867,3.24953,3.26129,3.26183,3.27201,3.33723,3.42,3.45354,3.48094,3.54213,3.55962,3.6278,3.65312,3.66744,3.70111,3.76587,3.78313,3.85959,3.86759,3.86955,3.89093,3.95966,4.04225,4.06393,4.11841,4.15036,4.15585,4.17689,4.21699,4.21841,4.3103,4.39633,4.4207,4.50686,4.55676,4.56035,4.65484,4.70417,4.71923,4.73756,4.74262,4.84717,4.85048,4.94365,4.98777,5.06192,5.1119,5.15312,5.21537,5.25399,5.26321,5.31218,5.3279,5.38583,5.51283,5.61061,5.63546,5.63861,5.72045,5.72871,5.87569,5.88133,5.88518,5.975,5.98478,6.03952,6.10491,6.19169,6.25328,6.27048,6.32799,6.41584,6.47995,6.55123,6.61287,6.88475,6.88876
0.0025,-6.88875,-6.88474,-6.61287,-6.55123,-6.47995,-6.41584,-6.32799,-6.27048,-6.25328,-6.1917,-6.10491,-6.03952,-5.98478,-5.975,-5.88519,-5.88134,-5.87566,-5.72872,-5.72045,-5.6386,-5.63546,-5.61061,-5.51283,-5.38584,-5.32791,-5.31219,-5.26321,-5.25399,-5.21536,-5.15312,-5.1119,-5.06192,-4.98777,-4.94365,-4.85048,-4.84718,-4.74263,-4.73755,-4.71923,-4.70418,-4.65485,-4.56035,-4.55677,-4.50686,-4.42069,-4.39634,-4.3103,-4.21841,-4.21699,-4.1769,-4.15586,-4.15036,-4.11841,-4.06393,-4.04225,-3.95966,-3.89093,-3.86957,-3.86759,-3.85969,-3.78307,-3.76584,-3.7011,-3.66745,-3.65312,-3.6278,-3.55962,-3.54214,-3.48094,-3.45355,-3.42,-3.33733,-3.27199,-3.26183,-3.26129,-3.2495,-3.2387,-3.22677,-3.16924,-3.1571,-3.13959,-3.11945,-3.09925,-2.96289,-2.89155,-2.8832,-2.85112,-2.72514,-2.70993,-2.53638,-2.4385,-2.33923,-2.1741,-2.03166,-1.99477,-1.77839,-1.36322,-1.02487,-0.690147,-0.563596,0.563596,0.690147,1.02487,1.36322,1.77839,1.99477,2.03166,2.1741,2.33923,2.4385,2.53638,2.70993,2.72514,2.85112,2.8832,2.89155,2.96289,3.09925,3.11945,3.13959,3.1571,3.16924,3.22677,3.2387,3.2495,3.26129,3.26183,3.27199,3.33733,3.42,3.45355,3.48094,3.54214,3.55962,3.6278,3.65312,3.66745,3.7011,3.76584,3.78307,3.85969,3.86759,3.86957,3.89093,3.95966,4.04225,4.06393,4.11841,4.15036,4.15586,4.1769,4.21699,4.21841,4.3103,4.39634,4.42069,4.50686,4.55677,4.56035,4.65485,4.70418,4.71923,4.73755,4.74263,4.84718,4.85048,4.94365,4.98777,5.06192,5.1119,5.15312,5.21536,5.25399,5.26321,5.31219,5.32791,5.38584,5.51283,5.61061,5.63546,5.6386,5.72045,5.72872,5.87566,5.88134,5.88519,5.975,5.98478,6.03952,6.10491,6.1917,6.25328,6.27048,6.32799,6.41584,6.47995,6.55123,6.61287,6.88474,6.88875
0.003,-6.88874,-6.88473,-6.61287,-6.55124,-6.47995,-6.41584,-6.32799,-6.27048,-6.25328,-6.1917,-6.10491,-6.03951,-5.98478,-5.97501,-5.88519,-5.88135,-5.87563,-5.72872,-5.72045,-5.6386,-5.63546,-5.61061,-5.51283,-5.38586,-5.32791,-5.31219,-5.2632,-5.25399,-5.21536,-5.15312,-5.1119,-5.06192,-4.98777,-4.94365,-4.85048,-4.84719,-4.74264,-4.73755,-4.71922,-4.70418,-4.65485,-4.56035,-4.55677,-4.50686,-4.42068,-4.39635,-4.3103,-4.21841,-4.217,-4.1769,-4.15586,-4.15036,-4.11841,-4.06393,-4.04225,-3.95965,-3.89093,-3.8696,-3.86759,-3.85979,-3.783,-3.76581,-3.7011,-3.66746,-3.65312,-3.6278,-3.55962,-3.54214,-3.48094,-3.45356,-3.41999,-3.33744,-3.27197,-3.26183,-3.26129,-3.24947,-3.23872,-3.22676,-3.16925,-3.15706,-3.13959,-3.11945,-3.09925,-2.96285,-2.89156,-2.88321,-2.85111,-2.72515,-2.70992,-2.53637,-2.43851,-2.33924,-2.1741,-2.03166,-1.99477,-1.77839,-1.36322,-1.02487,-0.690152,-0.563595,0.563595,0.690152,1.02487,1.36322,1.77839,1.99477,2.03166,2.1741,2.33924,2.43851,2.53637,2.70992,2.72515,2.85111,2.88321,2.89156,2.96285,3.09925,3.11945,3.13959,3.15706,3.16925,3.22676,3.23872,3.24947,3.26129,3.26183,3.27197,3.33744,3.41999,3.45356,3.48094,3.54214,3.55962,3.6278,3.65312,3.66746,3.7011,3.76581,3.783,3.85979,3.86759,3.8696,3.89093,3.95965,4.04225,4.06393,4.11841,4.15036,4.15586,4.1769,4.217,4.21841,4.3103,4.39635,4.42068,4.50686,4.55677,4.56035,4.65485,4.70418,4.71922,4.73755,4.74264,4.84719,4.85048,4.94365,4.98777,5.06192,5.1119,5.15312,5.21536,5.25399,5.2632,5.31219,5.32791,5.38586,5.51283,5.61061,5.63546,5.6386,5.72045,5.72872,5.87563,5.88135,5.88519,5.97501,5.98478,6.03951,6.10491,6.1917,6.25328,6.27048,6.32799,6.41584,6.47995,6.55124,6.61287,6.88473,6.88874
0.0035,-6.88873,-6.88471,-6.61288,-6.55124,-6.47995,-6.41584,-6.32799,-6.27048,-6.25328,-6.19171,-6.10491,-6.03951,-5.98478,-5.97502,-5.8852,-5.88136,-5.8756,-5.72872,-5.72045,-5.6386,-5.63546,-5.61061,-5.51283,-5.38587,-5.32792,-5.31219,-5.2632,-5.25399,-5.21536,-5.15312,-5.11191,-5.06192,-4.98777,-4.94365,-4.85048,-4.8472,-4.74265,-4.73755,-4.71921,-4.70419,-4.65485,-4.56035,-4.55678,-4.50687,-4.42067,-4.39637,-4.3103,-4.21841,-4.21701,-4.17691,-4.15586,-4.15036,-4.11841,-4.06393,-4.04225,-3.95965,-3.89093,-3.86963,-3.86759,-3.8599,-3.78292,-3.76578,-3.70109,-3.66747,-3.65312,-3.6278,-3.55963,-3.54215,-3.48094,-3.45357,-3.41999,-3.33756,-3.27195,-3.26183,-3.26128,-3.24943,-3.23875,-3.22674,-3.16926,-3.15703,-3.13958,-3.11945,-3.09924,-2.96282,-2.89157,-2.88322,-2.8511,-2.72515,-2.70992,-2.53637,-2.43851,-2.33925,-2.1741,-2.03166,-1.99478,-1.77839,-1.36322,-1.02487,-0.690157,-0.563594,0.563594,0.690157,1.02487,1.36322,1.77839,1.99478,2.03166,2.1741,2.33925,2.43851,2.53637,2.70992,2.72515,2.8511,2.88322,2.89157,2.96282,3.09924,3.11945,3.13958,3.15703,3.16926,3.22674,3.23875,3.24943,3.26128,3.26183,3.27195,3.33756,3.41999,3.45357,3.48094,3.54215,3.55963,3.6278,3.65312,3.66747,3.70109,3.76578,3.78292,3.8599,3.86759,3.86963,3.89093,3.95965,4.04225,4.06393,4.11841,4.15036,4.15586,4.17691,4.21701,4.21841,4.3103,4.39637,4.42067,4.50687,4.55678,4.56035,4.65485,4.70419,4.71921,4.73755,4.74265,4.8472,4.85048,4.94365,4.98777,5.06192,5.11191,5.15312,5.21536,5.25399,5.2632,5.31219,5.32792,5.38587,5.51283,5.61061,5.63546,5.6386,5.72045,5.72872,5.8756,5.88136,5.8852,5.97502,5.98478,6.03951,6.10491,6.19171,6.25328,6.27048,6.32799,6.41584,6.47995,6.55124,6.61288,6.88471,6.88873
0.004,-6.88872,-6.8847,-6.61288,-6.55124,-6.47995,-6.41585,-6.328,-6.27048,-6.25328,-6.19171,-6.10491,-6.03951,-5.98478,-5.97502,-5.88521,-5.88137,-5.87557,-5.72872,-5.72046,-5.6386,-5.63546,-5.61062,-5.51284,-5.38589,-5.32793,-5.31219,-5.26319,-5.254,-5.21536,-5.15313,-5.11191,-5.06192,-4.98777,-4.94365,-4.85047,-4.84722,-4.74266,-4.73755,-4.71921,-4.70419,-4.65485,-4.56035,-4.55678,-4.50688,-4.42066,-4.39638,-4.3103,-4.21841,-4.21701,-4.17691,-4.15586,-4.15036,-4.11841,-4.06393,-4.04225,-3.95965,-3.89093,-3.86966,-3.86759,-3.86001,-3.78284,-3.76575,-3.70108,-3.66748,-3.65312,-3.6278,-3.55963,-3.54216,-3.48094,-3.45357,-3.41998,-3.33769,-3.27193,-3.26183,-3.26128,-3.24939,-3.23878,-3.22673,-3.16926,-3.15699,-3.13957,-3.11945,-3.09924,-2.96279,-2.89158,-2.88324,-2.85109,-2.72515,-2.70991,-2.53636,-2.43852,-2.33926,-2.1741,-2.03166,-1.99479,-1.77839,-1.36322,-1.02488,-0.690163,-0.563593,0.563593,0.690163,1.02488,1.36322,1.77839,1.99479,2.03166,2.1741,2.33926,2.43852,2.53636,2.70991,2.72515,2.85109,2.88324,2.89158,2.96279,3.09924,3.11945,3.13957,3.15699,3.16926,3.22673,3.23878,3.24939,3.26128,3.26183,3.27193,3.33769,3.41998,3.45357,3.48094,3.54216,3.55963,3.6278,3.65312,3.66748,3.70108,3.76575,3.78284,3.86001,3.86759,3.86966,3.89093,3.95965,4.04225,4.06393,4.11841,4.15036,4.15586,4.17691,4.21701,4.21841,4.3103,4.39638,4.42066,4.50688,4.55678,4.56035,4.65485,4.70419,4.71921,4.73755,4.74266,4.84722,4.85047,4.94365,4.98777,5.06192,5.11191,5.15313,5.21536,5.254,5.26319,5.31219,5.32793,5.38589,5.51284,5.61062,5.63546,5.6386,5.72046,5.72872,5.87557,5.88137,5.88521,5.97502,5.98478,6.03951,6.10491,6.19171,6.25328,6.27048,6.328,6.41585,6.47995,6.55124,6.61288,6.8847,6.88872
0.0045,-6.88871,-6.88469,-6.61288,-6.55124,-6.47995,-6.41585,-6.328,-6.27048,-6.25328,-6.19172,-6.10491,-6.0395,-5.98478,-5.97503,-5.88522,-5.88137,-5.87553,-5.72872,-5.72046,-5.6386,-5.63546,-5.61062,-5.51284,-5.38591,-5.32793,-5.31219,-5.26319,-5.254,-5.21537,-5.15313,-5.11192,-5.06192,-4.98778,-4.94365,-4.85047,-4.84723,-4.74268,-4.73755,-4.7192,-4.70419,-4.65485,-4.56035,-4.55679,-4.50689,-4.42064,-4.3964,-4.3103,-4.21841,-4.21702,-4.17692,-4.15587,-4.15036,-4.11842,-4.06393,-4.04226,-3.95965,-3.89093,-3.86971,-3.86759,-3.86014,-3.78276,-3.76571,-3.70107,-3.6675,-3.65312,-3.6278,-3.55963,-3.54217,-3.48094,-3.45358,-3.41998,-3.33782,-3.27192,-3.26183,-3.26127,-3.24934,-3.23881,-3.22671,-3.16926,-3.15696,-3.13956,-3.11945,-3.09923,-2.96275,-2.89159,-2.88325,-2.85108,-2.72516,-2.70991,-2.53636,-2.43852,-2.33927,-2.1741,-2.03166,-1.99479,-1.77839,-1.36322,-1.02488,-0.69017,-0.563591,0.563591,0.69017,1.02488,1.36322,1.77839,1.99479,2.03166,2.1741,2.33927,2.43852,2.53636,2.70991,2.72516,2.85108,2.88325,2.89159,2.96275,3.09923,3.11945,3.13956,3.15696,3.16926,3.22671,3.23881,3.24934,3.26127,3.26183,3.27192,3.33782,3.41998,3.45358,3.48094,3.54217,3.55963,3.6278,3.65312,3.6675,3.70107,3.76571,3.78276,3.86014,3.86759,3.86971,3.89093,3.95965,4.04226,4.06393,4.11842,4.15036,4.15587,4.17692,4.21702,4.21841,4.3103,4.3964,4.42064,4.50689,4.55679,4.56035,4.65485,4.70419,4.7192,4.73755,4.74268,4.84723,4.85047,4.94365,4.98778,5.06192,5.11192,5.15313,5.21537,5.254,5.26319,5.31219,5.32793,5.38591,5.51284,5.61062,5.63546,5.6386,5.72046,5.72872,5.87553,5.88137,5.88522,5.97503,5.98478,6.0395,6.10491,6.19172,6.25328,6.27048,6.328,6.41585,6.47995,6.55124,6.61288,6.88469,6.88871
