-21.4794 -21.4559 -21.4325 -21.4091 -21.3857 -21.3623 -21.3389 -21.3155 -21.2921 -21.2687 -21.2452 -21.2218 -21.1984  -21.175 -21.1516 -21.1282 -21.1048 -21.0814 -21.0579 -21.0345 -21.0111 -20.9877 -20.9643 -20.9409 -20.9175 -20.8941 -20.8706 -20.8472 -20.8238 -20.8004  -20.777 -20.7536 -20.7302 -20.7068 -20.6834 -20.6599 -20.6365 -20.6131 -20.5897 -20.5663 -20.5429 -20.5195 -20.4961 -20.4726 -20.4492 -20.4258 -20.4024  -20.379 -20.3556 -20.3322 -20.3088 -20.3088 -20.3322 -20.3556  -20.379 -20.4024 -20.4258 -20.4492 -20.4726 -20.4961 -20.5195 -20.5429 -20.5663 -20.5897 -20.6131 -20.6365 -20.6599 -20.6834 -20.7068 -20.7302 -20.7536  -20.777 -20.8004 -20.8238 -20.8472 -20.8706 -20.8941 -20.9175 -20.9409 -20.9643 -20.9877 -21.0111 -21.0345 -21.0579 -21.0814 -21.1048 -21.1282 -21.1516  -21.175 -21.1984 -21.2218 -21.2452 -21.2687 -21.2921 -21.3155 -21.3389 -21.3623 -21.3857 -21.4091 -21.4325 -21.4559 -21.4794
-21.4754 -21.4521 -21.4288 -21.4054 -21.3821 -21.3587 -21.3354  -21.312 -21.2887 -21.2653  -21.242 -21.2186 -21.1953  -21.172 -21.1486 -21.1253 -21.1019 -21.0786 -21.0552 -21.0319 -21.0085 -20.9852 -20.9618 -20.9385 -20.9152 -20.8918 -20.8685 -20.8451 -20.8218 -20.7984 -20.7751 -20.7517 -20.7284  -20.705 -20.6817 -20.6583  -20.635 -20.6117 -20.5883  -20.565 -20.5416 -20.5183 -20.4949 -20.4716 -20.4482 -20.4249 -20.4015 -20.3782 -20.3549 -20.3315 -20.3082 -20.3082 -20.3315 -20.3549 -20.3782 -20.4015 -20.4249 -20.4482 -20.4716 -20.4949 -20.5183 -20.5416  -20.565 -20.5883 -20.6117  -20.635 -20.6583 -20.6817  -20.705 -20.7284 -20.7517 -20.7751 -20.7984 -20.8218 -20.8451 -20.8685 -20.8918 -20.9152 -20.9385 -20.9618 -20.9852 -21.0085 -21.0319 -21.0552 -21.0786 -21.1019 -21.1253 -21.1486  -21.172 -21.1953 -21.2186  -21.242 -21.2653 -21.2887  -21.312 -21.3354 -21.3587 -21.3821 -21.4054 -21.4288 -21.4521 -21.4754
-21.4712 -21.4479 -21.4247 -21.4014 -21.3781 -21.3548 -21.3316 -21.3083  -21.285 -21.2617 -21.2385 -21.2152 -21.1919 -21.1686 -21.1454 -21.1221 -21.0988 -21.0755 -21.0523  -21.029 -21.0057 -20.9825 -20.9592 -20.9359 -20.9126 -20.8894 -20.8661 -20.8428 -20.8195 -20.7963  -20.773 -20.7497 -20.7264 -20.7032 -20.6799 -20.6566 -20.6334 -20.6101 -20.5868 -20.5635 -20.5403  -20.517 -20.4937 -20.4704 -20.4472 -20.4239 -20.4006 -20.3773 -20.3541 -20.3308 -20.3075 -20.3075 -20.3308 -20.3541 -20.3773 -20.4006 -20.4239 -20.4472 -20.4704 -20.4937  -20.517 -20.5403 -20.5635 -20.5868 -20.6101 -20.6334 -20.6566 -20.6799 -20.7032 -20.7264 -20.7497  -20.773 -20.7963 -20.8195 -20.8428 -20.8661 -20.8894 -20.9126 -20.9359 -20.9592 -20.9825 -21.0057  -21.029 -21.0523 -21.0755 -21.0988 -21.1221 -21.1454 -21.1686 -21.1919 -21.2152 -21.2385 -21.2617  -21.285 -21.3083 -21.3316 -21.3548 -21.3781 -21.4014 -21.4247 -21.4479 -21.4712
-21.4666 -21.4434 -21.4202  -21.397 -21.3738 -21.3506 -21.3274 -21.3042 -21.2811 -21.2579 -21.2347 -21.2115 -21.1883 -21.1651 -21.1419 -21.1187 -21.0955 -21.0723 -21.0491 -21.0259 -21.0027 -20.9795 -20.9563 -20.9331 -20.9099 -20.8867 -20.8635 -20.8403 -20.8171 -20.7939 -20.7707 -20.7475 -20.7244 -20.7012  -20.678 -20.6548 -20.6316 -20.6084 -20.5852  -20.562 -20.5388 -20.5156 -20.4924 -20.4692  -20.446 -20.4228 -20.3996 -20.3764 -20.3532   -20.33 -20.3068 -20.3068   -20.33 -20.3532 -20.3764 -20.3996 -20.4228  -20.446 -20.4692 -20.4924 -20.5156 -20.5388  -20.562 -20.5852 -20.6084 -20.6316 -20.6548  -20.678 -20.7012 -20.7244 -20.7475 -20.7707 -20.7939 -20.8171 -20.8403 -20.8635 -20.8867 -20.9099 -20.9331 -20.9563 -20.9795 -21.0027 -21.0259 -21.0491 -21.0723 -21.0955 -21.1187 -21.1419 -21.1651 -21.1883 -21.2115 -21.2347 -21.2579 -21.2811 -21.3042 -21.3274 -21.3506 -21.3738  -21.397 -21.4202 -21.4434 -21.4666
-21.4617 -21.4386 -21.4155 -21.3924 -21.3693 -21.3461  -21.323 -21.2999 -21.2768 -21.2537 -21.2306 -21.2075 -21.1844 -21.1612 -21.1381  -21.115 -21.0919 -21.0688 -21.0457 -21.0226 -20.9995 -20.9763 -20.9532 -20.9301  -20.907 -20.8839 -20.8608 -20.8377 -20.8146 -20.7914 -20.7683 -20.7452 -20.7221  -20.699 -20.6759 -20.6528 -20.6297 -20.6065 -20.5834 -20.5603 -20.5372 -20.5141  -20.491 -20.4679 -20.4448 -20.4216 -20.3985 -20.3754 -20.3523 -20.3292 -20.3061 -20.3061 -20.3292 -20.3523 -20.3754 -20.3985 -20.4216 -20.4448 -20.4679  -20.491 -20.5141 -20.5372 -20.5603 -20.5834 -20.6065 -20.6297 -20.6528 -20.6759  -20.699 -20.7221 -20.7452 -20.7683 -20.7914 -20.8146 -20.8377 -20.8608 -20.8839  -20.907 -20.9301 -20.9532 -20.9763 -20.9995 -21.0226 -21.0457 -21.0688 -21.0919  -21.115 -21.1381 -21.1612 -21.1844 -21.2075 -21.2306 -21.2537 -21.2768 -21.2999  -21.323 -21.3461 -21.3693 -21.3924 -21.4155 -21.4386 -21.4617
-21.4565 -21.4334 -21.4104 -21.3874 -21.3644 -21.3413 -21.3183 -21.2953 -21.2723 -21.2492 -21.2262 -21.2032 -21.1802 -21.1571 -21.1341 -21.1111 -21.0881 -21.0651  -21.042  -21.019  -20.996  -20.973 -20.9499 -20.9269 -20.9039 -20.8809 -20.8578 -20.8348 -20.8118 -20.7888 -20.7658 -20.7427 -20.7197 -20.6967 -20.6737 -20.6506 -20.6276 -20.6046 -20.5816 -20.5585 -20.5355 -20.5125 -20.4895 -20.4665 -20.4434 -20.4204 -20.3974 -20.3744 -20.3513 -20.3283 -20.3053 -20.3053 -20.3283 -20.3513 -20.3744 -20.3974 -20.4204 -20.4434 -20.4665 -20.4895 -20.5125 -20.5355 -20.5585 -20.5816 -20.6046 -20.6276 -20.6506 -20.6737 -20.6967 -20.7197 -20.7427 -20.7658 -20.7888 -20.8118 -20.8348 -20.8578 -20.8809 -20.9039 -20.9269 -20.9499  -20.973  -20.996  -21.019  -21.042 -21.0651 -21.0881 -21.1111 -21.1341 -21.1571 -21.1802 -21.2032 -21.2262 -21.2492 -21.2723 -21.2953 -21.3183 -21.3413 -21.3644 -21.3874 -21.4104 -21.4334 -21.4565
-21.4509 -21.4279  -21.405 -21.3821 -21.3592 -21.3362 -21.3133 -21.2904 -21.2674 -21.2445 -21.2216 -21.1987 -21.1757 -21.1528 -21.1299 -21.1069  -21.084 -21.0611 -21.0382 -21.0152 -20.9923 -20.9694 -20.9464 -20.9235 -20.9006 -20.8777 -20.8547 -20.8318 -20.8089 -20.7859  -20.763 -20.7401 -20.7172 -20.6942 -20.6713 -20.6484 -20.6254 -20.6025 -20.5796 -20.5567 -20.5337 -20.5108 -20.4879 -20.4649  -20.442 -20.4191 -20.3962 -20.3732 -20.3503 -20.3274 -20.3044 -20.3044 -20.3274 -20.3503 -20.3732 -20.3962 -20.4191  -20.442 -20.4649 -20.4879 -20.5108 -20.5337 -20.5567 -20.5796 -20.6025 -20.6254 -20.6484 -20.6713 -20.6942 -20.7172 -20.7401  -20.763 -20.7859 -20.8089 -20.8318 -20.8547 -20.8777 -20.9006 -20.9235 -20.9464 -20.9694 -20.9923 -21.0152 -21.0382 -21.0611  -21.084 -21.1069 -21.1299 -21.1528 -21.1757 -21.1987 -21.2216 -21.2445 -21.2674 -21.2904 -21.3133 -21.3362 -21.3592 -21.3821  -21.405 -21.4279 -21.4509
 -21.445 -21.4221 -21.3993 -21.3765 -21.3536 -21.3308  -21.308 -21.2852 -21.2623 -21.2395 -21.2167 -21.1938  -21.171 -21.1482 -21.1254 -21.1025 -21.0797 -21.0569 -21.0341 -21.0112 -20.9884 -20.9656 -20.9427 -20.9199 -20.8971 -20.8743 -20.8514 -20.8286 -20.8058 -20.7829 -20.7601 -20.7373 -20.7145 -20.6916 -20.6688  -20.646 -20.6231 -20.6003 -20.5775 -20.5547 -20.5318  -20.509 -20.4862 -20.4633 -20.4405 -20.4177 -20.3949  -20.372 -20.3492 -20.3264 -20.3036 -20.3036 -20.3264 -20.3492  -20.372 -20.3949 -20.4177 -20.4405 -20.4633 -20.4862  -20.509 -20.5318 -20.5547 -20.5775 -20.6003 -20.6231  -20.646 -20.6688 -20.6916 -20.7145 -20.7373 -20.7601 -20.7829 -20.8058 -20.8286 -20.8514 -20.8743 -20.8971 -20.9199 -20.9427 -20.9656 -20.9884 -21.0112 -21.0341 -21.0569 -21.0797 -21.1025 -21.1254 -21.1482  -21.171 -21.1938 -21.2167 -21.2395 -21.2623 -21.2852  -21.308 -21.3308 -21.3536 -21.3765 -21.3993 -21.4221  -21.445
-21.4387  -21.416 -21.3933 -21.3706 -21.3478 -21.3251 -21.3024 -21.2797 -21.2569 -21.2342 -21.2115 -21.1888 -21.1661 -21.1433 -21.1206 -21.0979 -21.0752 -21.0524 -21.0297  -21.007 -20.9843 -20.9616 -20.9388 -20.9161 -20.8934 -20.8707 -20.8479 -20.8252 -20.8025 -20.7798 -20.7571 -20.7343 -20.7116 -20.6889 -20.6662 -20.6434 -20.6207  -20.598 -20.5753 -20.5526 -20.5298 -20.5071 -20.4844 -20.4617 -20.4389 -20.4162 -20.3935 -20.3708 -20.3481 -20.3253 -20.3026 -20.3026 -20.3253 -20.3481 -20.3708 -20.3935 -20.4162 -20.4389 -20.4617 -20.4844 -20.5071 -20.5298 -20.5526 -20.5753  -20.598 -20.6207 -20.6434 -20.6662 -20.6889 -20.7116 -20.7343 -20.7571 -20.7798 -20.8025 -20.8252 -20.8479 -20.8707 -20.8934 -20.9161 -20.9388 -20.9616 -20.9843  -21.007 -21.0297 -21.0524 -21.0752 -21.0979 -21.1206 -21.1433 -21.1661 -21.1888 -21.2115 -21.2342 -21.2569 -21.2797 -21.3024 -21.3251 -21.3478 -21.3706 -21.3933  -21.416 -21.4387
-21.4322 -21.4095 -21.3869 -21.3643 -21.3417 -21.3191 -21.2965 -21.2739 -21.2513 -21.2287  -21.206 -21.1834 -21.1608 -21.1382 -21.1156  -21.093 -21.0704 -21.0478 -21.0252 -21.0025 -20.9799 -20.9573 -20.9347 -20.9121 -20.8895 -20.8669 -20.8443 -20.8217 -20.7991 -20.7764 -20.7538 -20.7312 -20.7086  -20.686 -20.6634 -20.6408 -20.6182 -20.5956 -20.5729 -20.5503 -20.5277 -20.5051 -20.4825 -20.4599 -20.4373 -20.4147 -20.3921 -20.3694 -20.3468 -20.3242 -20.3016 -20.3016 -20.3242 -20.3468 -20.3694 -20.3921 -20.4147 -20.4373 -20.4599 -20.4825 -20.5051 -20.5277 -20.5503 -20.5729 -20.5956 -20.6182 -20.6408 -20.6634  -20.686 -20.7086 -20.7312 -20.7538 -20.7764 -20.7991 -20.8217 -20.8443 -20.8669 -20.8895 -20.9121 -20.9347 -20.9573 -20.9799 -21.0025 -21.0252 -21.0478 -21.0704  -21.093 -21.1156 -21.1382 -21.1608 -21.1834  -21.206 -21.2287 -21.2513 -21.2739 -21.2965 -21.3191 -21.3417 -21.3643 -21.3869 -21.4095 -21.4322
