Eigenvalues of 200x200Matrix, for t = [-1.000000,1.000000] in 95 Steps. With: mu=  0.600000; Delta = 0.300000using 16 OpenMP Threads
-1     -2.59905      -2.5962     -2.59145     -2.58481     -2.57628     -2.56587     -2.55359     -2.53946     -2.52349     -2.50569     -2.48609     -2.46469     -2.44153     -2.41663     -2.39001     -2.36169     -2.33172      -2.3001     -2.26689     -2.23211      -2.1958     -2.15799     -2.11873     -2.07804     -2.03599      -1.9926     -1.94792     -1.90201      -1.8549     -1.80665     -1.75732     -1.70694     -1.65559     -1.60331     -1.55017     -1.49623     -1.44156     -1.39906     -1.39626     -1.39158     -1.38641     -1.38487     -1.37665     -1.36638     -1.35436     -1.34043     -1.33046     -1.32452     -1.30729     -1.28798     -1.27405     -1.26667      -1.2444     -1.21992     -1.21681     -1.19372     -1.16689     -1.15872     -1.13708     -1.10614      -1.1018     -1.07363     -1.04557     -1.03833     -1.00549    -0.985378    -0.968647    -0.930654    -0.927944    -0.891372    -0.870856    -0.850579    -0.816451    -0.806315     -0.77021    -0.753405    -0.726459    -0.697868    -0.682493    -0.642836    -0.638113    -0.593423     -0.58904    -0.548626    -0.537059    -0.503998    -0.487559    -0.459952    -0.441303    -0.417174    -0.399087     -0.37686    -0.361759    -0.340899    -0.330385    -0.311839    -0.306333    -0.292624    -0.291091 -1.30763e-07  1.30763e-07     0.291091     0.292624     0.306333     0.311839     0.330385     0.340899     0.361759      0.37686     0.399087     0.417174     0.441303     0.459952     0.487559     0.503998     0.537059     0.548626      0.58904     0.593423     0.638113     0.642836     0.682493     0.697868     0.726459     0.753405      0.77021     0.806315     0.816451     0.850579     0.870856     0.891372     0.927944     0.930654     0.968647     0.985378      1.00549      1.03833      1.04557      1.07363       1.1018      1.10614      1.13708      1.15872      1.16689      1.19372      1.21681      1.21992       1.2444      1.26667      1.27405      1.28798      1.30729      1.32452      1.33046      1.34043      1.35436      1.36638      1.37665      1.38487      1.38641      1.39158      1.39626      1.39906      1.44156      1.49623      1.55017      1.60331      1.65559      1.70694      1.75732      1.80665       1.8549      1.90201      1.94792       1.9926      2.03599      2.07804      2.11873      2.15799       2.1958      2.23211      2.26689       2.3001      2.33172      2.36169      2.39001      2.41663      2.44153      2.46469      2.48609      2.50569      2.52349      2.53946      2.55359      2.56587      2.57628      2.58481      2.59145       2.5962      2.59905
-0.978947     -2.55696     -2.55417     -2.54953     -2.54303     -2.53469      -2.5245      -2.5125     -2.49867     -2.48305     -2.46564     -2.44646     -2.42553     -2.40287     -2.37851     -2.35246     -2.32476     -2.29544     -2.26451     -2.23202       -2.198     -2.16248     -2.12549     -2.08708     -2.04728     -2.00614      -1.9637        -1.92     -1.87508       -1.829     -1.78181     -1.73355     -1.68428     -1.63404     -1.58291     -1.53093     -1.47817     -1.42469     -1.37058     -1.35698     -1.35423     -1.34967     -1.34327     -1.33509     -1.32506     -1.31611       -1.313     -1.29971     -1.28432     -1.26751     -1.26036     -1.24849     -1.22791     -1.20713     -1.20349     -1.18204      -1.1565     -1.14887     -1.12926      -1.1016     -1.09169     -1.07101     -1.03932      -1.0358     -1.00614    -0.980344    -0.970692    -0.937354    -0.921471    -0.899968    -0.865594    -0.861699    -0.822315    -0.809886    -0.781725    -0.755356    -0.739448    -0.704873    -0.692977    -0.659853    -0.641307    -0.616272    -0.588958    -0.572912    -0.537786    -0.529771     -0.48861    -0.487143    -0.445506    -0.442209    -0.405566    -0.399509    -0.368365    -0.361626    -0.335433    -0.329869    -0.308907    -0.305669    -0.291381    -0.290426 -8.83986e-08  8.83986e-08     0.290426     0.291381     0.305669     0.308907     0.329869     0.335433     0.361626     0.368365     0.399509     0.405566     0.442209     0.445506     0.487143      0.48861     0.529771     0.537786     0.572912     0.588958     0.616272     0.641307     0.659853     0.692977     0.704873     0.739448     0.755356     0.781725     0.809886     0.822315     0.861699     0.865594     0.899968     0.921471     0.937354     0.970692     0.980344      1.00614       1.0358      1.03932      1.07101      1.09169       1.1016      1.12926      1.14887       1.1565      1.18204      1.20349      1.20713      1.22791      1.24849      1.26036      1.26751      1.28432      1.29971        1.313      1.31611      1.32506      1.33509      1.34327      1.34967      1.35423      1.35698      1.37058      1.42469      1.47817      1.53093      1.58291      1.63404      1.68428      1.73355      1.78181        1.829      1.87508         1.92       1.9637      2.00614      2.04728      2.08708      2.12549      2.16248        2.198      2.23202      2.26451      2.29544      2.32476      2.35246      2.37851      2.40287      2.42553      2.44646      2.46564      2.48305      2.49867       2.5125       2.5245      2.53469      2.54303      2.54953      2.55417      2.55696
-0.957895    -2.51488    -2.51215    -2.50761    -2.50125     -2.4931    -2.48314     -2.4714    -2.45788     -2.4426    -2.42558    -2.40683    -2.38636    -2.36421    -2.34039    -2.31492    -2.28784    -2.25916    -2.22893    -2.19716    -2.16389    -2.12916      -2.093    -2.05544    -2.01653     -1.9763    -1.93481    -1.89208    -1.84817    -1.80311    -1.75697    -1.70979    -1.66162    -1.61251    -1.56251     -1.5117    -1.46011    -1.40783    -1.35492     -1.3149    -1.31222    -1.30777    -1.30151    -1.30147    -1.29345    -1.28374    -1.27219    -1.25904    -1.24738    -1.24398    -1.22722    -1.20906    -1.19288    -1.18893    -1.16717    -1.14459    -1.13752    -1.11926    -1.09277    -1.08316    -1.06463    -1.03644     -1.0268    -1.00504   -0.972716   -0.972199   -0.939021   -0.917657   -0.903537   -0.870445   -0.859623   -0.832245   -0.805862   -0.793824   -0.754519   -0.751792   -0.714276    -0.69852   -0.673011   -0.646952   -0.630287   -0.598795   -0.584898   -0.554452   -0.537057   -0.512083   -0.489399   -0.470944   -0.443713   -0.431246   -0.401184   -0.393635   -0.363026   -0.359112   -0.330673   -0.329076   -0.305764   -0.305328   -0.289952   -0.289896 -2.6513e-08 2.65129e-08    0.289896    0.289952    0.305328    0.305764    0.329076    0.330673    0.359112    0.363026    0.393635    0.401184    0.431246    0.443713    0.470944    0.489399    0.512083    0.537057    0.554452    0.584898    0.598795    0.630287    0.646952    0.673011     0.69852    0.714276    0.751792    0.754519    0.793824    0.805862    0.832245    0.859623    0.870445    0.903537    0.917657    0.939021    0.972199    0.972716     1.00504      1.0268     1.03644     1.06463     1.08316     1.09277     1.11926     1.13752     1.14459     1.16717     1.18893     1.19288     1.20906     1.22722     1.24398     1.24738     1.25904     1.27219     1.28374     1.29345     1.30147     1.30151     1.30777     1.31222      1.3149     1.35492     1.40783     1.46011      1.5117     1.56251     1.61251     1.66162     1.70979     1.75697     1.80311     1.84817     1.89208     1.93481      1.9763     2.01653     2.05544       2.093     2.12916     2.16389     2.19716     2.22893     2.25916     2.28784     2.31492     2.34039     2.36421     2.38636     2.40683     2.42558      2.4426     2.45788      2.4714     2.48314      2.4931     2.50125     2.50761     2.51215     2.51488
-0.936842      -2.4728     -2.47013     -2.46569     -2.45948     -2.45151     -2.44178      -2.4303     -2.41709     -2.40216     -2.38552      -2.3672      -2.3472     -2.32555     -2.30227     -2.27738     -2.25091     -2.22289     -2.19334      -2.1623     -2.12979     -2.09584      -2.0605      -2.0238     -1.98578     -1.94647     -1.90592     -1.86417     -1.82125     -1.77723     -1.73214     -1.68604     -1.63896     -1.59098     -1.54213     -1.49247     -1.44207     -1.39098     -1.33927     -1.28703     -1.27281      -1.2702     -1.26584     -1.25976     -1.25193     -1.24246     -1.23423     -1.23115     -1.21815     -1.20365     -1.18732     -1.18115     -1.16924     -1.14999     -1.12876     -1.12748     -1.10592     -1.08239     -1.07308     -1.05624     -1.02892     -1.01974     -1.00001    -0.971781    -0.963957     -0.93937    -0.911064    -0.906544    -0.872489    -0.857701    -0.836991    -0.806949    -0.797987    -0.766011    -0.748579    -0.727416    -0.696551     -0.68836    -0.648668    -0.645094     -0.60837      -0.5949      -0.5675     -0.54666    -0.526016    -0.501198    -0.483881    -0.458973    -0.441663    -0.419807    -0.400905    -0.383699     -0.36344    -0.351256    -0.331078    -0.323595    -0.305744    -0.302164     -0.28943    -0.288488 -1.77342e-08  1.77343e-08     0.288488      0.28943     0.302164     0.305744     0.323595     0.331078     0.351256      0.36344     0.383699     0.400905     0.419807     0.441663     0.458973     0.483881     0.501198     0.526016      0.54666       0.5675       0.5949      0.60837     0.645094     0.648668      0.68836     0.696551     0.727416     0.748579     0.766011     0.797987     0.806949     0.836991     0.857701     0.872489     0.906544     0.911064      0.93937     0.963957     0.971781      1.00001      1.01974      1.02892      1.05624      1.07308      1.08239      1.10592      1.12748      1.12876      1.14999      1.16924      1.18115      1.18732      1.20365      1.21815      1.23115      1.23423      1.24246      1.25193      1.25976      1.26584       1.2702      1.27281      1.28703      1.33927      1.39098      1.44207      1.49247      1.54213      1.59098      1.63896      1.68604      1.73214      1.77723      1.82125      1.86417      1.90592      1.94647      1.98578       2.0238       2.0605      2.09584      2.12979       2.1623      2.19334      2.22289      2.25091      2.27738      2.30227      2.32555       2.3472       2.3672      2.38552      2.40216      2.41709       2.4303      2.44178      2.45151      2.45948      2.46569      2.47013       2.4728
-0.915789     -2.43071     -2.42811     -2.42377      -2.4177     -2.40992     -2.40041      -2.3892      -2.3763     -2.36172     -2.34547     -2.32757     -2.30803     -2.28689     -2.26415     -2.23984     -2.21399     -2.18662     -2.15776     -2.12744     -2.09568     -2.06253     -2.02802     -1.99217     -1.95503     -1.91664     -1.87704     -1.83626     -1.79435     -1.75135     -1.70732     -1.66229     -1.61632     -1.56945     -1.52175     -1.47325     -1.42403     -1.37414     -1.32364      -1.2726     -1.23073     -1.22819     -1.22393     -1.22119     -1.21791     -1.21037     -1.20104     -1.19013     -1.17748     -1.16934       -1.163     -1.14741     -1.12987      -1.1172     -1.11044     -1.09038     -1.06815      -1.0643     -1.04435     -1.02015     -1.01081    -0.993147    -0.965118    -0.958705    -0.935624    -0.908829    -0.902248    -0.874279    -0.852437     -0.84104    -0.806777    -0.800518    -0.771338    -0.749527    -0.734265    -0.703087    -0.692322    -0.663207    -0.643855     -0.62442    -0.594748    -0.585502    -0.546744     -0.54642    -0.507338    -0.500532    -0.468524    -0.456767    -0.430374    -0.416157    -0.393528    -0.379413    -0.359067    -0.347239    -0.328639    -0.320469    -0.304359    -0.300138     -0.28851     -0.28735 -3.01959e-08  3.01959e-08      0.28735      0.28851     0.300138     0.304359     0.320469     0.328639     0.347239     0.359067     0.379413     0.393528     0.416157     0.430374     0.456767     0.468524     0.500532     0.507338      0.54642     0.546744     0.585502     0.594748      0.62442     0.643855     0.663207     0.692322     0.703087     0.734265     0.749527     0.771338     0.800518     0.806777      0.84104     0.852437     0.874279     0.902248     0.908829     0.935624     0.958705     0.965118     0.993147      1.01081      1.02015      1.04435       1.0643      1.06815      1.09038      1.11044       1.1172      1.12987      1.14741        1.163      1.16934      1.17748      1.19013      1.20104      1.21037      1.21791      1.22119      1.22393      1.22819      1.23073       1.2726      1.32364      1.37414      1.42403      1.47325      1.52175      1.56945      1.61632      1.66229      1.70732      1.75135      1.79435      1.83626      1.87704      1.91664      1.95503      1.99217      2.02802      2.06253      2.09568      2.12744      2.15776      2.18662      2.21399      2.23984      2.26415      2.28689      2.30803      2.32757      2.34547      2.36172       2.3763       2.3892      2.40041      2.40992       2.4177      2.42377      2.42811      2.43071
-0.894737     -2.38863     -2.38608     -2.38185     -2.37593     -2.36833     -2.35905     -2.34811     -2.33551     -2.32128     -2.30541     -2.28794     -2.26887     -2.24823     -2.22603      -2.2023     -2.17707     -2.15035     -2.12218     -2.09258     -2.06159     -2.02923     -1.99553     -1.96055     -1.92429     -1.88682     -1.84816     -1.80836     -1.76745     -1.72548      -1.6825     -1.63855     -1.59368     -1.54794     -1.50138     -1.45405       -1.406     -1.35731     -1.30802      -1.2582     -1.20793     -1.18865     -1.18616     -1.18202     -1.17622     -1.16883     -1.15974     -1.15731     -1.14895     -1.13679     -1.12285     -1.10829     -1.10531     -1.09044     -1.07181      -1.0557     -1.05092     -1.03039     -1.00727     -1.00343    -0.982642    -0.958171    -0.950661    -0.930188    -0.901575    -0.900135    -0.871644    -0.849903    -0.839647    -0.810236    -0.796158    -0.776505      -0.7461    -0.742173    -0.706921    -0.696394    -0.670634    -0.648195    -0.632813    -0.603854    -0.591545    -0.564046    -0.546647    -0.525853    -0.501648    -0.488297    -0.458301    -0.451448    -0.417535    -0.415704    -0.381703    -0.380231    -0.350366    -0.347372    -0.322979    -0.320055    -0.301236    -0.299417    -0.287063    -0.286513 -1.90789e-08  1.90789e-08     0.286513     0.287063     0.299417     0.301236     0.320055     0.322979     0.347372     0.350366     0.380231     0.381703     0.415704     0.417535     0.451448     0.458301     0.488297     0.501648     0.525853     0.546647     0.564046     0.591545     0.603854     0.632813     0.648195     0.670634     0.696394     0.706921     0.742173       0.7461     0.776505     0.796158     0.810236     0.839647     0.849903     0.871644     0.900135     0.901575     0.930188     0.950661     0.958171     0.982642      1.00343      1.00727      1.03039      1.05092       1.0557      1.07181      1.09044      1.10531      1.10829      1.12285      1.13679      1.14895      1.15731      1.15974      1.16883      1.17622      1.18202      1.18616      1.18865      1.20793       1.2582      1.30802      1.35731        1.406      1.45405      1.50138      1.54794      1.59368      1.63855       1.6825      1.72548      1.76745      1.80836      1.84816      1.88682      1.92429      1.96055      1.99553      2.02923      2.06159      2.09258      2.12218      2.15035      2.17707       2.2023      2.22603      2.24823      2.26887      2.28794      2.30541      2.32128      2.33551      2.34811      2.35905      2.36833      2.37593      2.38185      2.38608      2.38863
-0.873684     -2.34654     -2.34406     -2.33993     -2.33416     -2.32674     -2.31769     -2.30701     -2.29473     -2.28084     -2.26536     -2.24831     -2.22971     -2.20957     -2.18792     -2.16477     -2.14015     -2.11409      -2.0866     -2.05773     -2.02749     -1.99592     -1.96306     -1.92892     -1.89356       -1.857     -1.81929     -1.78046     -1.74056     -1.69962     -1.65769     -1.61482     -1.57105     -1.52643     -1.48101     -1.43485     -1.38799     -1.34049     -1.29241     -1.24381     -1.19476     -1.14658     -1.14538     -1.14414     -1.14008     -1.13448     -1.12722     -1.11843       -1.108     -1.09691      -1.0947     -1.08254     -1.06742     -1.05132     -1.04512      -1.0329     -1.01328    -0.996302    -0.991309    -0.970192    -0.946293    -0.944946     -0.92099    -0.897583    -0.891796    -0.867601    -0.844091    -0.838508    -0.808282    -0.794829    -0.776637    -0.749177    -0.740625    -0.713453    -0.694263    -0.679072    -0.646471    -0.644158    -0.608587    -0.599567    -0.572329    -0.554353    -0.535224    -0.511868    -0.496854    -0.472774    -0.457318      -0.4364    -0.418261    -0.402165    -0.381531    -0.370279    -0.348558    -0.341469     -0.32069    -0.316818    -0.299328    -0.297666    -0.285819    -0.285416 -2.40229e-09  2.40211e-09     0.285416     0.285819     0.297666     0.299328     0.316818      0.32069     0.341469     0.348558     0.370279     0.381531     0.402165     0.418261       0.4364     0.457318     0.472774     0.496854     0.511868     0.535224     0.554353     0.572329     0.599567     0.608587     0.644158     0.646471     0.679072     0.694263     0.713453     0.740625     0.749177     0.776637     0.794829     0.808282     0.838508     0.844091     0.867601     0.891796     0.897583      0.92099     0.944946     0.946293     0.970192     0.991309     0.996302      1.01328       1.0329      1.04512      1.05132      1.06742      1.08254       1.0947      1.09691        1.108      1.11843      1.12722      1.13448      1.14008      1.14414      1.14538      1.14658      1.19476      1.24381      1.29241      1.34049      1.38799      1.43485      1.48101      1.52643      1.57105      1.61482      1.65769      1.69962      1.74056      1.78046      1.81929        1.857      1.89356      1.92892      1.96306      1.99592      2.02749      2.05773       2.0866      2.11409      2.14015      2.16477      2.18792      2.20957      2.22971      2.24831      2.26536      2.28084      2.29473      2.30701      2.31769      2.32674      2.33416      2.33993      2.34406      2.34654
-0.852632     -2.30446     -2.30204     -2.29801     -2.29238     -2.28515     -2.27633     -2.26592     -2.25394      -2.2404     -2.22531     -2.20869     -2.19055     -2.17092     -2.14981     -2.12724     -2.10324     -2.07783     -2.05103     -2.02288      -1.9934     -1.96263     -1.93058     -1.89731     -1.86283     -1.82719     -1.79043     -1.75257     -1.71367     -1.67377     -1.63289      -1.5911     -1.54843     -1.50494     -1.46066     -1.41566     -1.36998     -1.32367      -1.2768     -1.22943     -1.18161     -1.13343     -1.10448     -1.10213      -1.0982     -1.09275     -1.08568     -1.08499     -1.07701     -1.06699      -1.0553     -1.04243     -1.03595     -1.02756     -1.01136    -0.994301    -0.986792    -0.974959     -0.95446    -0.938888    -0.931958    -0.909999    -0.888909     -0.88542    -0.859583    -0.841114     -0.83176    -0.805761    -0.790495    -0.776181    -0.745794    -0.742811    -0.714324    -0.695988    -0.681304    -0.653846     -0.64342    -0.618255    -0.599173    -0.583681    -0.554519    -0.548977      -0.5141    -0.511131    -0.479184    -0.469713    -0.444437    -0.430921    -0.410192    -0.395357    -0.377096    -0.363459    -0.346319    -0.335634    -0.319489    -0.312512    -0.298423    -0.294969    -0.284872    -0.283949 -6.45814e-09  6.45805e-09     0.283949     0.284872     0.294969     0.298423     0.312512     0.319489     0.335634     0.346319     0.363459     0.377096     0.395357     0.410192     0.430921     0.444437     0.469713     0.479184     0.511131       0.5141     0.548977     0.554519     0.583681     0.599173     0.618255      0.64342     0.653846     0.681304     0.695988     0.714324     0.742811     0.745794     0.776181     0.790495     0.805761      0.83176     0.841114     0.859583      0.88542     0.888909     0.909999     0.931958     0.938888      0.95446     0.974959     0.986792     0.994301      1.01136      1.02756      1.03595      1.04243       1.0553      1.06699      1.07701      1.08499      1.08568      1.09275       1.0982      1.10213      1.10448      1.13343      1.18161      1.22943       1.2768      1.32367      1.36998      1.41566      1.46066      1.50494      1.54843       1.5911      1.63289      1.67377      1.71367      1.75257      1.79043      1.82719      1.86283      1.89731      1.93058      1.96263       1.9934      2.02288      2.05103      2.07783      2.10324      2.12724      2.14981      2.17092      2.19055      2.20869      2.22531       2.2404      2.25394      2.26592      2.27633      2.28515      2.29238      2.29801      2.30204      2.30446
-0.831579     -2.26237     -2.26002     -2.25609     -2.25061     -2.24356     -2.23496     -2.22482     -2.21315     -2.19996     -2.18526     -2.16907     -2.15139     -2.13227      -2.1117     -2.08971     -2.06633     -2.04157     -2.01546     -1.98804     -1.95932     -1.92933     -1.89812      -1.8657     -1.83211     -1.79739     -1.76157     -1.72469      -1.6868     -1.64792      -1.6081     -1.56739     -1.52582     -1.48345     -1.44032     -1.39648     -1.35198     -1.30687     -1.26121     -1.21506     -1.16848     -1.12153     -1.07431     -1.06239      -1.0601      -1.0563     -1.05095     -1.04414     -1.03577     -1.02743     -1.02532     -1.01464      -1.0018    -0.987853    -0.978933    -0.971998    -0.954826    -0.937136    -0.930676    -0.916794    -0.895542    -0.883935    -0.872657    -0.850084    -0.835318    -0.824865    -0.798627    -0.788596    -0.771003    -0.746133    -0.738189    -0.714999    -0.693535    -0.684512    -0.653279    -0.648091    -0.621142    -0.603952     -0.58773    -0.563176    -0.551478    -0.527122    -0.511521    -0.493073    -0.471172     -0.45976    -0.432438    -0.427162    -0.396269    -0.395621    -0.365705    -0.363473    -0.338237    -0.334884    -0.314357    -0.311359    -0.295522    -0.293747     -0.28333    -0.282807 -5.55721e-09   5.5571e-09     0.282807      0.28333     0.293747     0.295522     0.311359     0.314357     0.334884     0.338237     0.363473     0.365705     0.395621     0.396269     0.427162     0.432438      0.45976     0.471172     0.493073     0.511521     0.527122     0.551478     0.563176      0.58773     0.603952     0.621142     0.648091     0.653279     0.684512     0.693535     0.714999     0.738189     0.746133     0.771003     0.788596     0.798627     0.824865     0.835318     0.850084     0.872657     0.883935     0.895542     0.916794     0.930676     0.937136     0.954826     0.971998     0.978933     0.987853       1.0018      1.01464      1.02532      1.02743      1.03577      1.04414      1.05095       1.0563       1.0601      1.06239      1.07431      1.12153      1.16848      1.21506      1.26121      1.30687      1.35198      1.39648      1.44032      1.48345      1.52582      1.56739       1.6081      1.64792       1.6868      1.72469      1.76157      1.79739      1.83211       1.8657      1.89812      1.92933      1.95932      1.98804      2.01546      2.04157      2.06633      2.08971       2.1117      2.13227      2.15139      2.16907      2.18526      2.19996      2.21315      2.22482      2.23496      2.24356      2.25061      2.25609      2.26002      2.26237
-0.810526     -2.22029     -2.21799     -2.21417     -2.20883     -2.20197      -2.1936     -2.18373     -2.17237     -2.15952     -2.14521     -2.12944     -2.11224     -2.09362     -2.07359     -2.05218     -2.02942     -2.00531      -1.9799      -1.9532     -1.92524     -1.89605     -1.86565     -1.83409     -1.80139     -1.76759     -1.73272     -1.69682     -1.65993     -1.62208     -1.58332     -1.54368     -1.50322     -1.46197     -1.41998      -1.3773     -1.33399     -1.29008     -1.24563      -1.2007     -1.15535     -1.10965     -1.06365     -1.02032     -1.01809     -1.01752     -1.01433     -1.00921     -1.00254    -0.994486    -0.984896    -0.974321    -0.970666    -0.961545    -0.947651    -0.932842    -0.924243    -0.916022    -0.898003    -0.880637    -0.876206    -0.858605    -0.836715    -0.831635    -0.813465    -0.791252     -0.78365    -0.764902    -0.739056    -0.738367    -0.710768    -0.694636    -0.681568     -0.65632    -0.645919    -0.625016    -0.603272    -0.594057     -0.56265    -0.560699    -0.530727    -0.519553    -0.498226    -0.480721    -0.464932    -0.445046    -0.430742    -0.412402     -0.39669    -0.382166    -0.364552    -0.354307    -0.335805    -0.329354    -0.311683    -0.308178    -0.293346    -0.291852    -0.281837    -0.281476 -9.22344e-10  9.22371e-10     0.281476     0.281837     0.291852     0.293346     0.308178     0.311683     0.329354     0.335805     0.354307     0.364552     0.382166      0.39669     0.412402     0.430742     0.445046     0.464932     0.480721     0.498226     0.519553     0.530727     0.560699      0.56265     0.594057     0.603272     0.625016     0.645919      0.65632     0.681568     0.694636     0.710768     0.738367     0.739056     0.764902      0.78365     0.791252     0.813465     0.831635     0.836715     0.858605     0.876206     0.880637     0.898003     0.916022     0.924243     0.932842     0.947651     0.961545     0.970666     0.974321     0.984896     0.994486      1.00254      1.00921      1.01433      1.01752      1.01809      1.02032      1.06365      1.10965      1.15535       1.2007      1.24563      1.29008      1.33399       1.3773      1.41998      1.46197      1.50322      1.54368      1.58332      1.62208      1.65993      1.69682      1.73272      1.76759      1.80139      1.83409      1.86565      1.89605      1.92524       1.9532       1.9799      2.00531      2.02942      2.05218      2.07359      2.09362      2.11224      2.12944      2.14521      2.15952      2.17237      2.18373       2.1936      2.20197      2.20883      2.21417      2.21799      2.22029
